NetScore	Delta_passing_attempts_MA5	Delta_passing_completions_MA5	Delta_passing_yards_MA5	Delta_passing_rating_MA5	Delta_passing_touchdowns_MA5	Delta_passing_interceptions_MA5	Delta_passing_sacks_MA5	Delta_passing_sacks_yards_lost_MA5	Delta_rushing_attempts_MA5	Delta_rushing_yards_MA5	Delta_rushing_touchdowns_MA5	Delta_receiving_targets_MA5	Delta_receiving_receptions_MA5	Delta_receiving_yards_MA5	Delta_receiving_touchdowns_MA5	Delta_kick_return_attempts_MA5	Delta_kick_return_yards_MA5	Delta_kick_return_touchdowns_MA5	Delta_punt_return_attempts_MA5	Delta_punt_return_yards_MA5	Delta_punt_return_touchdowns_MA5	Delta_defense_sacks_MA5	Delta_defense_tackles_MA5	Delta_defense_tackle_assists_MA5	Delta_defense_interceptions_MA5	Delta_defense_interception_yards_MA5	Delta_defense_interception_touchdowns_MA5	Delta_defense_safeties_MA5	Delta_point_after_attemps_MA5	Delta_point_after_makes_MA5	Delta_field_goal_attempts_MA5	Delta_field_goal_makes_MA5	Delta_punting_attempts_MA5	Delta_punting_yards_MA5	Delta_punting_blocked_MA5	Delta_Score_MA5	NA	NA
7	TAM2015-10-11JAX	2015-10-11	-4.2	-0.8	-53.4	-37.82	-1.2	0.8	1	10	2.6	22.4	0	-1.6	-4.2	-53.4	-1.2	0.8	26.8	0	0	23.4	0	-1	-1	-0.4	-0.8	-27.2	0	-0.2	-2	-1.8	0.4	0.2	-1	-58	0	-11
-14	TAM2015-11-08NYG	2015-11-08	-1.8	1.2	-12.4	-25.74	-1.4	0.2	-0.2	0.8	4	47.8	0.4	0.4	-1.8	-12.4	-1.4	1	27.6	0	0.8	24.4	0	0.2	-3.8	2.4	-0.2	-16.8	0	-0.2	-2	-1.8	1	0.4	-2.4	-124.2	0	-10.4
4	TAM2015-11-15DAL	2015-11-15	0.8	6.2	36.4	-30.08	-1.4	0.8	-0.6	1	1.8	33.6	0.8	5.8	0.8	36.4	-1.4	0.2	7.4	0	0	14.2	0	0.6	-2.4	3	-0.8	-19.6	0	0	-1.6	-1.4	0.4	-0.2	-3.8	-176.6	0	-9
4	TAM2015-12-06ATL	2015-12-06	-2.2	-1	27.8	-9.43999999999997	-1	0.4	-1.4	-1.8	6.8	60.4	1.4	-1.2	-2.2	27.8	-1	0	-3.8	0	0.2	21.2	0	1.4	-2.2	3.2	-0.4	-13.8	0	0	-0.6	-0.4	-0.2	-0.8	-3.8	-177.4	0	-2.6
-7	TAM2015-12-13NOR	2015-12-13	-7.8	-7	-30.8	-7.33999999999997	-1.2	-0.4	-1.6	-3.6	4.2	64.4	1.2	-7	-7.8	-30.8	-1.2	-0.4	-10.8	0	-0.2	17.8	0	1.6	5.4	5.8	0.4	2.2	0	0	-0.4	-0.4	0	-0.4	-3.8	-181.6	0	-1.2
-5	TAM2015-12-27CHI	2015-12-27	-6.8	-3.8	15.8	-7.55999999999997	-0.4	0	-0.8	-0.2	-3.2	24.8	0.8	-4	-6.8	15.8	-0.4	0.4	11.6	0	-0.2	1.4	0	0.8	12.4	6.6	0	-2.6	0	0	0	0	-1	-1.6	-3.8	-172.8	-0.2	-3.6
-5	TAM2016-09-25LAR	2016-09-25	-1	3.4	52	-6.43999999999997	0.2	0.4	-0.6	1.6	-3.4	9.6	0.4	3	-1	52	0.2	-0.4	-4.8	0	-0.4	4	0	0.6	6.8	2.8	-0.4	-3.2	0	0	0	0.2	-1.2	-1.8	-3.8	-173	-0.2	-1.8
-20	TAM2016-10-02DEN	2016-10-02	-2	2.2	24.6	-42.96	-0.2	0.6	-0.2	3.6	-5.6	-2.2	0.2	1.8	-2	24.6	-0.2	0.4	7.6	0	0.2	13	0	0.2	9.2	3.4	-0.6	-7.4	0	0	-0.6	-0.4	-1.4	-2	-2.6	-122.8	-0.2	-6.6
-6	TAM2016-10-30OAK	2016-10-30	-4.4	0.4	-33.6	-50.62	-0.6	0.6	0.2	4.8	-8.8	-27.8	0	0	-4.4	-33.6	-0.6	0.4	7.8	0	-0.6	-1.2	0	-0.2	13.6	2	-0.6	-6.4	0	0	-1.2	-0.8	-1.2	-1.4	-1.4	-55.4	-0.2	-8.6
-15	TAM2016-11-03ATL	2016-11-03	-0.2	5	-9.2	-26.42	-0.4	0.6	0.4	4	-8.4	-46.6	-0.2	4.8	-0.2	-9.2	-0.4	0	-9.2	0	-0.6	0	0	-0.4	8.8	0.2	-0.6	-6.4	0	0	-1.4	-1	-2	-2	0	8.2	-0.2	-10.2
26	TAM2016-11-13CHI	2016-11-13	2.2	5.2	-11	-15.22	-0.4	0.2	0.4	4.8	-3.4	-41	0	5.2	2.2	-11	-0.4	-0.4	-17.6	0	-1	2.6	0	-0.4	0.2	-2.8	-0.2	2.4	0	0	-1	-0.6	-1.2	-1	0.8	42.8	0	-4
9	TAM2016-11-27SEA	2016-11-27	-1.4	-2.2	-40.2	-2.91999999999997	-0.2	0	-1	-3.6	1.4	-32	0.2	-2	-1.4	-40.2	-0.2	0.2	-2.4	0	-0.6	9.4	0	1	1.4	-2.8	0	5.8	0	0	-0.2	0	-1.2	-1	0.4	21.8	0	-1.2
5	TAM2016-12-11NOR	2016-12-11	-2.8	-6	-43	43.1	0.2	-1	-1	-5	6.4	-17	0.4	-5.8	-2.8	-43	0.2	-0.2	-11.6	0	-0.4	6.2	0	1	-1.6	-5.6	1	14.8	0	-0.2	0.4	0.6	-0.8	-0.6	0.4	18.6	0	3.8
1	TAM2017-01-01CAR	2017-01-01	2.4	0	16.6	53.02	0.6	-1.4	-1	-7.6	4.4	-15	0	0.2	2.4	16.6	0.6	-0.8	-27	0	0.4	14.2	0	1	-5	-3.4	1.4	25.6	0	-0.2	1	1	-0.6	-0.6	0.2	2.8	0	5.2
22	TAM2017-09-17CHI	2017-09-17	-1.8	-5.6	-1.2	45.8	0.6	-1.8	-0.8	-6	10.8	17.6	0.4	-5.4	-1.8	-1.2	0.6	-0.8	-24.8	0	0.6	15.8	0	0.8	-5.8	-4.4	1.8	39.4	0	-0.2	1.6	1.8	0.6	0.6	-0.4	-30.2	0	12.6
2	TAM2017-10-01NYG	2017-10-01	-4.8	-8.4	-18.4	39.76	0.6	-1.6	-0.6	-6.4	7.6	30	0	-8.2	-4.8	-18.4	0.6	-0.2	-12.8	0	1.2	17.4	0	0.6	1.4	-3.2	1.6	35.2	0	-0.2	0.8	1.2	0.8	0.6	-0.6	-30.6	0	7.8
-5	TAM2017-10-05NWE	2017-10-05	-6.4	-6.2	-26	24.78	0.2	-1.6	0.4	0.4	4.4	27.2	0.2	-6.2	-6.4	-26	0.2	-0.4	-19.6	0	0.8	3.4	0	-0.4	4.4	-2	1.6	26	0	-0.2	0.6	1	0.6	0	0.4	20	0	5
-14	TAM2017-10-29CAR	2017-10-29	-4	-2	-0.2	14.46	0	-0.8	0.8	1.8	-1.2	12.6	-0.2	-2	-4	-0.2	0	-0.6	-24.4	0	0.4	1.8	0	-0.8	6.4	-0.2	0.8	24.6	0	0	0	0.4	0.6	0	0.2	8.2	0	1.2
5	TAM2017-11-12NYJ	2017-11-12	-5.6	-3.6	-8.2	7.84000000000003	0	-0.4	-0.2	-2.4	2.6	22.6	0	-4	-5.6	-8.2	0	-0.8	-22	0	0.6	10.4	0	0.2	5.4	-3	0.4	19.4	0	0	-0.4	0	1.2	0.4	-0.2	-23.6	0	2
3	TEN1997-08-31OAK	1997-08-31	-4.6	-3.4	-12	-18.58	-0.4	0.2	-0.4	-0.8	4	45.2	0	-3.8	-4.6	-12	-0.4	-0.4	-20.8	0	0.8	12.2	0	0.4	5.8	-2	-0.2	5.8	0	0	-1	-0.8	1	0.4	-0.4	-34.8	0	-1.8
-26	TEN1997-09-21BAL	1997-09-21	-3.2	-1.6	-41.6	-11.66	-1	0.4	-0.2	0.8	3	42.8	0.2	-1.8	-3.2	-41.6	-1	-0.4	-6.4	0	0.4	0.4	0	0.2	2	-1	-0.4	5	0	0	-1.2	-1.2	-0.2	-0.6	0	-22.4	0	-7.4
23	TEN1997-10-12CIN	1997-10-12	-2.8	-3.6	-41.8	-18.24	-0.4	0.6	-0.8	-4.6	8.2	74	-0.2	-3.8	-2.8	-41.8	-0.4	-1.2	-25.2	0	0.4	2	0	0.8	0.2	-1.6	-0.6	4.6	0	0	-1	-1	0.8	0.8	-1.2	-75.2	0	-1.8
14	TEN1997-10-19WAS	1997-10-19	-4	-6.8	-60.2	-7.97999999999996	-0.6	-0.2	-1.2	-8	15.6	99.4	0.8	-6.8	-4	-60.2	-0.6	-1.2	-23.4	0	0.4	2	0	1.2	-0.2	-1	0.2	13.6	0	0	-0.2	-0.2	0.6	0.8	-0.6	-54.8	0	3.8
-6	TEN1997-11-02JAX	1997-11-02	-3.6	-7.6	-36.8	-4.49999999999997	-0.8	-0.2	-0.4	-0.2	12.4	87	1	-7.2	-3.6	-36.8	-0.8	-0.2	-7.4	0	-0.2	-23.2	0	0.6	0	0	0.2	16.2	0	0	0	0	0.2	0	-0.6	-47.4	0	1.6
4	TEN1997-11-09NYG	1997-11-09	-2.4	-6	-3.6	13.46	-0.4	-0.4	-0.8	-4	11.4	54.2	1	-5.8	-2.4	-3.6	-0.4	-0.6	-2.4	0	-0.8	-29	0	1	0	0	0.4	19	0	0	0.6	0.6	-0.2	-0.8	-1	-47.2	0	1.8
17	TEN1997-11-23BUF	1997-11-23	-4.2	-8.8	-6.6	3.54000000000003	-0.2	-0.8	-0.8	-5.8	19	84.4	1.4	-8.8	-4.2	-6.6	-0.2	-1.8	-35.8	0	-0.4	-15.2	0	1.2	0	0	0.8	24.6	0	0	1.4	1.4	0.6	0.2	-1.2	-59.8	0	10.4
10	TEN1997-12-21PIT	1997-12-21	-4.6	-8.2	-27.4	-6.75999999999997	-0.8	-0.8	0.4	2.8	13	70.4	1.8	-8	-4.6	-27.4	-0.8	-1.4	-18.2	0	-0.2	-8	0	4.44089209850063e-17	0	0	0.8	26.4	0	0	1.2	1.2	0	-0.2	-0.4	-25.4	0	7.8
-6	TEN1998-09-13SDG	1998-09-13	-2.4	-4	-14.8	11.42	-0.2	-0.2	0.8	6.8	4.4	32.4	0.8	-4.2	-2.4	-14.8	-0.2	-0.8	-3	0	-0.4	-12.2	0	-0.4	0	0	0.2	17.8	0	0	0.8	0.8	-0.4	-0.6	-0.2	-6	0	3.8
-5	TEN1998-09-27JAX	1998-09-27	-1.6	-1.2	-12.6	19	0	-0.2	1.4	10.4	1.8	16.4	0.4	-1.4	-1.6	-12.6	0	-0.6	6.4	0	-0.4	3	0	-1.2	0	0	0.2	6.4	0	0	0.4	0.4	-0.2	0	0	4.8	0	4
30	TEN1998-10-18CIN	1998-10-18	0.2	-0.2	7.4	65.22	0.2	-0.2	1.4	11.2	1	11.8	0.4	-0.4	0.2	7.4	0.2	-0.4	11	0	0.4	10.2	0	-1.2	0	0	0.2	3.4	0	0	0.8	0.8	0.4	0.8	0	-3.8	0	9.2
-3	TEN1998-10-25CHI	1998-10-25	3.2	4	39.8	64.98	0.6	0.2	1.6	10.6	-7.2	-13.6	-0.2	3.6	3.2	39.8	0.6	1.2	31.6	0	0.2	3	0	-1.6	0	0	-0.2	-1.4	0	0	0.4	0.4	0	0.4	-0.2	-2.8	0	5.2
9	TEN1998-11-15PIT	1998-11-15	3.4	4.8	53.6	74.52	0.4	0.4	1.4	8.4	-4	-20.4	-0.4	4.2	3.4	53.6	0.4	1.6	52.2	0	-0.2	-10.4	0	-1	0	0	-0.4	-3.6	0	0	0.2	0.2	0.2	0.8	-0.2	12.8	0	5
-21	TEN1998-11-22NYJ	1998-11-22	0.4	1.2	28.8	53.92	-0.2	0.4	1.2	5.6	-2.8	-12	-0.4	0.4	0.4	28.8	-0.2	1.2	43.8	0	-0.6	-12	0	-0.8	0	0	-0.4	-3.6	0	0	-0.4	-0.4	0.6	1.2	0	33.6	0	2
2	TEN1998-12-06BAL	1998-12-06	2.4	3.2	18	40.24	-0.6	0.4	-0.4	-8.6	4.4	13.6	0	2	2.4	18	-0.6	0.6	32.8	0	0	-14	0	0.8	0	0	-0.4	-0.8	0	0	-0.2	-0.2	1	1.6	-0.4	25.8	0	3.4
-10	TEN1998-12-26MIN	1998-12-26	0	3.4	-2	6.38000000000003	-1.2	0.2	0.4	-2.8	-0.4	6.4	0	2.4	0	-2	-1.2	0.8	30.4	0	0.4	-14	0	4.44089209850063e-17	0	0	-0.2	-0.8	0	0	-0.8	-0.8	0.4	1	0	35.6	0	-4.6
1	TEN1999-09-12CIN	1999-09-12	-0.8	2	18.2	-14.78	-1.2	-0.2	0	-2.4	-2.6	-26.4	0	1.4	-0.8	18.2	-1.2	0	15.2	0	0.8	0.4	0	0.4	0	0	0.2	5	0	0	-0.2	-0.2	0.8	1.2	0	16.8	-0.2	-3.8
17	TEN1999-09-19CLE	1999-09-19	3.6	4.6	54.4	-0.679999999999966	-1	-0.4	-1.6	-12.4	-0.8	-28.4	0.4	4.2	3.6	54.4	-1	-0.4	-12	0	1.6	14.6	0	1.6	0	0	0.4	5.4	0	0	0.4	0.4	0.6	0.6	-0.2	-13	-0.2	-2.2
3	TEN1999-10-10BAL	1999-10-10	6.8	5.6	75.6	1.98000000000003	-0.4	-0.4	-2.6	-19.2	0.6	-23.6	0.8	5.6	6.8	75.6	-0.4	-0.6	-16.2	0	2.2	21.6	0	2.6	0	0	0.4	5.4	0	0	1.4	1.4	0.2	0	-0.8	-53.2	-0.2	2.6
3	TEN1999-10-31STL	1999-10-31	1.6	-0.8	47.4	3.80000000000003	-0.2	-0.4	-2.4	-15.6	-0.8	-32.6	0.8	-0.2	1.6	47.4	-0.2	-1.2	-42	0	0.8	12	0	2.4	0	0	0.4	5.8	0	0	1.6	1.6	-0.6	-0.4	0	-28.8	-0.2	2.8
6	TEN1999-11-21PIT	1999-11-21	1.8	-1.8	31.8	-14.9	0	-0.2	-3.8	-23	3.2	-28.8	1	-1	1.8	31.8	0	-1	-36.2	0	-0.2	9.4	0	3.8	0	0	0.2	5.4	0	0	1.8	1.8	-1	-0.6	0.6	-8	-0.2	6
7	TEN1999-12-09OAK	1999-12-09	0	-3	-28.8	-3.71999999999997	-0.4	0	-4.4	-26.2	10.2	16.2	1.6	-2.6	0	-28.8	-0.4	-1	-23.4	0	-0.8	-2.2	0	4.4	0	0	0	0	0	0	1.4	1.4	-1.4	-0.6	1.2	20.4	0	7.2
13	TEN1999-12-19ATL	1999-12-19	-5.4	-8.8	-70.6	17.82	-0.4	-0.6	-3	-19.4	8.4	27.4	1.4	-8.2	-5.4	-70.6	-0.4	-1.2	-18.8	0	-1.8	-11.6	0	3	0	0	0.6	1.6	0	0	1	1	-1.2	-0.2	2	64.8	0	6.4
27	TEN1999-12-26JAX	1999-12-26	-4.4	-7.2	-46	43.12	0.4	-1.2	-3.2	-18.4	12.6	46.4	1	-6.2	-4.4	-46	0.4	-1.8	-47.8	-0.2	-1.6	-11.2	0	3.2	0	0	1.2	14.8	0	0	1.2	1.2	-0.2	0.8	1.4	46	0	11.2
6	TEN2000-01-08BUF	2000-01-08	-0.6	-3.4	-28.6	42.16	0.6	-1	-2.8	-14.4	12.6	54.6	0.6	-2.6	-0.6	-28.6	0.6	-1	-1.6	0	0	4.8	0	2.8	0	0	1	13.2	0	0.2	1.4	1.4	0.4	0.8	0.8	25.8	0	11.8
3	TEN2000-09-10KAN	2000-09-10	2.2	0.4	-0.8	86.62	1	-0.6	-1.6	-10	9.4	65.2	0.2	1	2.2	-0.8	1	-1.2	-1.4	0	1	10.2	0	1.6	0	0	0.6	-2.4	0	0.2	1.2	1.2	0.8	1.2	-0.2	-3.8	0	11.2
14	TEN2000-10-01NYG	2000-10-01	5.2	1.8	50.2	110.42	1.4	-1.2	-1	-7.6	13.4	72.2	0	2.6	5.2	50.2	1.4	-2	-29.6	0	1	7.8	0	1	0	0	1.2	10	0	0.2	1.4	1.4	1.4	1.2	-0.8	-35.4	0	12.6
14	TEN2000-10-16JAX	2000-10-16	5.8	3.2	64.4	92.38	1.8	-0.6	-2	-12.6	14	63.6	-0.2	3.8	5.8	64.4	1.8	-2	-29.4	0	1.6	13.4	0	2	0	0	0.6	8.4	0	0.2	1.6	1.6	1.2	0.8	-1.8	-78.8	0	12.8
2	TEN2000-11-05PIT	2000-11-05	5.6	3.8	61	65.4	0.6	0	-1.4	-9.4	14.2	61.8	0	3.8	5.6	61	0.6	-1.6	-0.4	0.2	1.8	16.2	0	1.4	0	0	0	-4.4	0	0.2	0.8	0.8	1.6	1	-1.6	-78.4	0	7.8
-1	TEN2000-11-12BAL	2000-11-12	4.6	3	61.4	71	0.6	-0.4	-1.6	-10.6	9.2	50.4	0	3	4.6	61.4	0.6	-1.8	-13.2	0	1.4	7.8	0	1.6	0	0	0.4	14.6	0	0	0.4	0.6	1.4	0.8	-1.6	-71.2	0	6.4
14	TEN2000-11-19CLE	2000-11-19	3.2	1	59.4	28.94	0.4	-0.2	-1.8	-14	15.8	66	0.6	1	3.2	59.4	0.4	-2.2	-30.8	0	2	23.8	0	2	0	0	0.2	23.4	0	0	0.8	1	1.4	0.6	-2.4	-111.2	0	8.6
32	TEN2000-12-10CIN	2000-12-10	4	2.6	83	82.8	1	0.4	-2.4	-15.8	11.8	50.8	0.6	2.8	4	83	1	-2	-21.6	0	1.8	27	0	2.6	0	0	-0.4	10.6	0	0	1.4	1.6	1	0.4	-3	-127.2	0	12.2
31	TEN2000-12-25DAL	2000-12-25	8	6.4	111.6	97.14	0.8	0.4	-2.2	-14	10.8	58.8	0.8	6.4	8	111.6	0.8	-2.6	-45.2	0	1.8	27.8	0	2.4	0	0	-0.4	11.4	0	0	1.8	2	1	0.6	-3.6	-155.4	0	15.6
-14	TEN2001-01-07BAL	2001-01-07	9.4	10.6	104.2	106.34	1	0.6	-2.4	-18	8.8	59.4	0.8	9.6	9.4	104.2	1	-2	-43.8	0	1.6	23.4	0	2.6	0	0	-0.6	1	0	0	1.6	1.8	0.8	0	-3.6	-148	-0.4	12.4
-8	TEN2001-09-09MIA	2001-09-09	10.6	15	115.4	96.66	1	1.4	-1.2	-10.6	9.8	72.2	0.8	14	10.6	115.4	1	-2.2	-69.2	0	1.8	30.4	0	1.4	0	0	-1.4	-23.2	0	0	1.4	1.6	0.6	0	-3.4	-157.4	-0.4	11
3	TEN2001-10-14TAM	2001-10-14	8.8	9.2	85.6	117.28	0.6	0.8	-1	-6.2	8.8	68.4	0.4	8.6	8.8	85.6	0.6	-1.6	-58	0	1.2	16	0	1	0	0	-0.8	-18	0	0	0.6	0.8	1.4	0.6	-2.6	-105.6	-0.4	8.8
4	TEN2001-11-04JAX	2001-11-04	7.8	8.2	38.8	54	0	0.6	-0.8	-4.4	9.8	73.2	0.2	7.8	7.8	38.8	0	-1	-37.6	0	1	7	0	0.8	0	0	-0.6	-18	0	0	-0.2	0	1.8	0.6	-2	-65.4	-0.4	3.2
-6	TEN2001-11-12BAL	2001-11-12	7	9.8	17.6	15.68	-0.2	0.6	0.6	2.4	9.2	61.4	0	9.2	7	17.6	-0.2	0.8	-12.4	0	0.6	4.8	0	-0.6	0	0	-0.6	-14.6	0	0	-1	-0.8	1.4	0	-0.6	-4.6	-0.4	-4.2
-10	TEN2001-11-25PIT	2001-11-25	3.8	4.8	18	-11.18	-0.2	0.8	1.2	8.6	5.2	36.2	0	5.4	3.8	18	-0.2	0.6	-26.2	0	0.4	7.6	0	-1.2	0	0	-0.8	-14	0	0	-0.8	-0.6	0.4	-0.2	-0.4	-1.8	0	-3.4
6	TEN2001-12-16GNB	2001-12-16	4	0.4	34.2	13.16	-0.2	0	1.6	9.4	10.6	58.8	0.4	0.8	4	34.2	-0.2	0.6	-18.4	0	-0.2	-1.2	0	-1.2	0	0	0	-7.2	0	0	-0.6	-0.6	0.4	-0.4	-0.8	-7.4	0	-0.6
-3	TEN2001-12-30CLE	2001-12-30	4.4	5	31.4	-7.95999999999997	0	0	1	6.4	7	55.4	0.4	4.6	4.4	31.4	0	1.2	-14	0	-1	-13	0	-0.6	0	0	0	-1	0	0	-0.2	-0.2	-0.6	-1.2	-0.2	6.2	0	-1.8
-2	TEN2002-01-06CIN	2002-01-06	1.2	1.4	28.8	15.72	0.2	-0.2	1.6	12	3	31.6	0.2	1	1.2	28.8	0.2	1.8	-12	0	-0.4	-4.2	0	-1.2	0	0	0.2	-0.4	0	0	-0.2	-0.2	-1.4	-1.6	0.4	13.8	0	-3
3	TEN2002-09-08PHI	2002-09-08	0.2	-3.2	25.2	36.58	0	-0.4	0	4.6	2.8	25.2	0.4	-3.2	0.2	25.2	0	1	-17.6	0	-0.4	-7.6	0	0.4	0	0	0.4	-2.8	0	0	-0.6	-0.6	-1	-1	-0.8	-36.4	0	-1.2
-3	TEN2002-09-22CLE	2002-09-22	-4.8	-9.6	-34.6	49.64	-0.2	-1	-0.6	2.2	7.6	33.8	0.6	-9.6	-4.8	-34.6	-0.2	0.8	-6.4	0	-1	-25.6	-0.2	1	0	0	1	9.8	0	0	-0.4	-0.4	-1	-1	-0.2	-9	0	0.2
-17	TEN2002-10-06WAS	2002-10-06	-5.4	-9	-61	-16.48	-0.6	-0.2	-0.8	-0.6	0.8	-12.8	0.4	-9.2	-5.4	-61	-0.6	1.4	7.6	0	-0.8	-15.2	-0.2	0.8	0	0	0.2	9.8	0	0	-0.6	-0.6	-1.2	-1	0.2	8.2	0	-4.4
9	TEN2002-10-13JAX	2002-10-13	-0.8	-4.2	-20.2	-16.42	-0.2	-0.6	-0.8	-1.4	2.4	-28.6	0	-4	-0.8	-20.2	-0.2	0.4	10.4	0	-0.2	-10.6	-0.2	0.8	0	0	0.6	9.4	0	0	-0.6	-0.6	-0.2	-0.2	-0.4	-27.8	0	-2
7	TEN2002-11-10HOU	2002-11-10	-0.6	-3.6	-28.2	-45.74	-0.4	-0.2	-2	-11	6.2	-5.2	0.2	-3.2	-0.6	-28.2	-0.4	-0.2	-7.2	0	-0.8	-14.2	-0.2	2	0	0	0.2	8.4	0	0	-0.6	-0.6	0.6	0.4	-0.8	-35.2	0	-0.2
8	TEN2002-11-17PIT	2002-11-17	-3.6	-5.6	-51.8	-67.42	-0.4	-0.6	-1.2	-6.4	10.6	13.8	0.4	-4.8	-3.6	-51.8	-0.4	-0.8	-8.6	0	-0.6	-9.2	-0.2	1.2	0	0	0.6	11.2	0	0	0.4	0.4	0.4	0.4	-0.2	-17.8	0	0.8
10	TEN2002-12-08IND	2002-12-08	-0.8	-4	-20	-55.64	-0.2	-1	-0.8	-3	9.6	20.4	0.4	-3.2	-0.8	-20	-0.2	-1.2	-12.2	0	0	7.8	0	0.6	0	0	1	9	0	0	0.6	0.6	0.8	0.8	-0.8	-41	0	3.4
17	TEN2002-12-16NWE	2002-12-16	-2	-5.6	-10.6	-16.82	0.2	-1.6	-1.6	-6.2	19.6	76.2	0.6	-4.6	-2	-10.6	0.2	-2.2	-38.4	0	-0.2	2.6	0	1.4	0	0	1.6	12.4	0	0	1.4	1.4	1.4	1.2	-1.2	-61.4	0	10.2
3	TEN2003-01-11PIT	2003-01-11	-4.6	-9.6	-24.6	-14.26	0	-1	-1.2	-5	20	78.2	1	-9	-4.6	-24.6	0	-1.8	-49.4	0	-0.8	-0.2	0	1	0	0	1	11.8	0	0	1.8	1.8	0.4	0.4	-1	-43	0	9
5	TEN2003-09-07OAK	2003-09-07	-2.6	-7.2	-9	-23.7	-0.2	-0.8	-1	-3	20.6	71.8	1	-7.4	-2.6	-9	-0.2	-2.2	-48.2	0	0	16.8	0	0.8	0	0	0.8	10	0	0	1.4	1.6	0.6	0.8	-1.4	-73.8	0	8.6
15	TEN2003-09-21NOR	2003-09-21	1	-2.4	22.4	40.86	0.2	-0.2	-1	-5.6	19.6	73	0.8	-3	1	22.4	0.2	-2.2	-51.2	0	0.2	12.4	0	1	0	0	0.2	5.4	0	0	1.2	1.4	0.8	0.8	-1.6	-78.2	0	10
21	TEN2003-10-12HOU	2003-10-12	1	-1.6	44.4	42.74	0.4	-0.2	-1	-8	21.2	72.2	0.8	-2	1	44.4	0.4	-2.6	-55	0	0.2	9.6	0	1.2	0	0	0.2	17.4	0	0	1.6	1.8	0.8	0.6	-2	-94.2	0	12.2
24	TEN2003-11-09MIA	2003-11-09	1.8	-1.6	53	78.18	0.6	-0.8	-1.6	-9.6	18.6	44.2	0.8	-1.8	1.8	53	0.6	-2.8	-52.8	0	0.4	12	0	1.8	0	0	0.8	23.4	0	0	1.8	2	0.6	0.6	-1.8	-89.2	0	13.6
7	TEN2003-11-16JAX	2003-11-16	0.2	-3.2	41.6	92.18	0.8	-1.2	-1.4	-7.2	15.8	31.8	0.6	-3	0.2	41.6	0.8	-3	-47.2	0	1.2	20.4	0	1.6	0	0	1.2	33.6	0	0	1.6	1.8	0.8	0.8	-1.8	-88.8	0	14.4
-2	TEN2003-12-07IND	2003-12-07	0	-2.2	42	103.68	1.2	-1.4	-1	-6.4	9.2	18.8	0.4	-1.6	0	42	1.2	-2.4	-44.8	0	1.2	8	0	1.2	0	0	1.4	35.8	0	0	1.6	1.6	-0.2	-0.2	-1.8	-70.6	0	13
2	TEN2003-12-14BUF	2003-12-14	0	-2.4	48.2	56.4	1	-1.4	-0.6	0.6	7.6	1.8	0.4	-1.8	0	48.2	1	-1.6	-26	0	1.4	12.6	0	0.6	0	0	1.4	35.8	0	0	1.2	1.2	-0.2	-0.4	-1.6	-62.6	0	10.4
20	TEN2003-12-28TAM	2003-12-28	0.2	-1.6	44.2	39.68	1	-1.4	-1	-2	7.2	1.8	0.2	-1.2	0.2	44.2	1	-1	-14.6	0	1.6	16.8	0	1	0	0	1.4	24.6	0	0	1	1	0.2	0	-1.6	-54.4	0	10.2
-14	TEN2004-09-19IND	2004-09-19	0.6	1.2	40.4	24.08	0.4	-0.6	0.2	7.4	4.2	-1.8	0	1.4	0.6	40.4	0.4	0.4	7.8	0	1.6	15.2	0	-0.2	0	0	0.6	15.2	0	0	0	0	0	-0.2	-1.6	-53.2	0	2.6
-3	TEN2004-09-26JAX	2004-09-26	1.4	3.6	41.2	8.78000000000003	0	-0.2	0.2	6.6	3.2	0.8	0	3.6	1.4	41.2	0	0.4	1.6	0	1.4	8.8	0	-0.2	0	0	0.2	-2.4	0	0	-0.4	-0.4	0.4	0.2	-1.8	-51.2	0	0.6
-10	TEN2004-10-17HOU	2004-10-17	2	5.8	28.6	-5.59999999999996	-0.4	0.4	0.2	4.6	3.2	6	0	5.6	2	28.6	-0.4	0.4	7.4	0	0.6	4	0	-0.2	0	0	-0.4	-0.2	0	0	-0.4	-0.4	0.8	0.6	-1.2	-22.8	0	-1
7	TEN2004-10-31CIN	2004-10-31	0.4	2.8	-4.2	-1.55999999999996	0	0.4	-0.4	-1.6	4.8	27.8	-0.2	2.8	0.4	-4.2	0	0.4	2.4	0	0.8	2.8	0	0.4	0	0	-0.4	-7.2	0	0	-0.2	-0.2	0.6	0.6	-1	-20.2	0	0
-2	TEN2004-11-14CHI	2004-11-14	5	8.2	33.4	14.96	0.2	0.8	-0.4	-3.2	-0.2	17.4	-0.2	8	5	33.4	0.2	0.6	3.8	0	0.8	-13.8	-0.2	0.4	0	0	-0.8	-13.8	0	0	-0.6	-0.6	0.4	0.2	-1	-36	0	-4.4
-11	TEN2004-12-13KAN	2004-12-13	6.8	9	65.2	12.82	0.8	0.4	0	-1.4	0.2	16	-0.6	8.8	6.8	65.2	0.8	0.2	-1.4	0	1	-14.8	-0.2	4.44089209850063e-17	0	0	-0.4	-13.8	0	0	-0.6	-0.6	0.8	0.4	-1	-35.6	0	-3.8
